Sentence,Tags,SentenceFrequency,EnglishTrans,EnglishFreq,SpanishTrans,SpanishFreq
" Mi hermanita Laura—y mi abuela Eunice Chávez también for that matter "" whom you adored "" who loved you—te recuerdanbienmean .", Spn Spn NamedEnt Spn Spn NamedEnt NamedEnt Spn Eng Eng Eng Punct Eng Eng Spn Punct Eng Eng Spn Spn,,,,,
 Bien sarcastic ., Spn Eng,,,,,
 Con todo el mundo ., Spn Spn Spn Spn,,,,,
 To mom ., Eng Eng,,,,,
 Laura se acuerda de un fight daddy and mom got into over politics ( maybe the death penalty ?, NamedEnt Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng,,,,,
" No "" era over legalizing la mota !", Spn Punct Spn Eng Eng Spn Spn,,,,,
" Yeah "" that was it ) "" donde no se hablaron por días .", NamedEnt Punct Eng Eng Eng Punct Punct Spn Spn Spn Spn Spn Spn,,,,,
" Or "" Mom went to a motel for two days .", Eng Punct Eng Eng Eng Spn Eng Eng Eng Eng,,,,,
 Pero quizás este es el mismo ( sub)urban myth de cuando ella nos llevó a un hotel en la playa en Santa Mónica and all we ate for a while was hot dogs ?, Spn Spn Spn Spn Spn Spn Punct Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt NamedEnt Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng,,,,,
" ( Les dicen “ panchos ” en Buenos Aires "" can you believe that ?", Punct Spn Spn Punct Spn Punct Spn NamedEnt NamedEnt Punct Eng Eng Eng Eng,,,,,
 ) Pero no ., Punct Spn Spn,,,,,
" I’m surethat fight was about celos "" y que se estaban chasing around the bed in our old house "" in the Valley "" on Rubio Ave .", Spn Eng Eng Eng Eng Spn Punct Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Punct Eng NamedEnt Spn,,,,,
" Or maybe it was the one before that "" en Van40 Nuys ?", Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn,,,,,
" Pero anyway "" they were swinging wire hangers pathetically at each other "" y mami took me and my other sister "" Sarita "" a un hotel near Pacific Ocean Park .", Spn Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Eng Spn Eng Eng Eng Eng Punct NamedEnt Punct Spn Spn Spn Eng NamedEnt NamedEnt NamedEnt,,,,,
 Laura ni siquiera había nacido ., NamedEnt Spn Spn Spn Spn,,,,,
" Yeah "" that’s it .", NamedEnt Punct Eng Eng,,,,,
 I’m sure ., Spn Eng,,,,,
 Or am I ?, Eng Eng Eng,,,,,
" Daddy "" try as I might "" no te puedo conjurar mean .", Eng Punct Eng Eng Eng Eng Punct Spn Spn Spn Spn Eng,,,,,
" Oh "" I know you were ruthless con tus enemigos .", Eng Punct Eng Eng Eng Eng Eng Spn Spn Spn,,,,,
 And you had tonsof them ., Eng Eng Eng Eng Eng,,,,,
 Que anti-semitas coming out of the woodwork ., Spn Spn Eng Eng Eng Eng Eng,,,,,
 Que people who didn’t vote your way en los comités en UCLA ., Spn Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn NamedEnt,,,,,
" Esa vez que no te quisieron dar "" al principio "" un ascenso to Super Professor Step 8 overscale or whatever they do in the UC system "" and you got into a rage .", Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Punct Spn Spn Eng Eng Eng NamedEnt Punct Eng Eng Eng Eng Eng Eng Eng NamedEnt Eng Punct Eng Eng Eng Eng Spn Eng,,,,,
 Bigtime ., Eng,,,,,
 Enemigos ideológicos ., Spn Spn,,,,,
 Intelectuales ., Spn,,,,,
 Académicos ., Spn,,,,,
" In your journal articles "" in obscure footnote vendettas "" and in Letters to the Editor columns you waged your battles "" esas épicas batallas letradas que te carcomieron "" finalmente "" por dentro .", Eng Eng Eng Eng Punct Eng Spn Eng Spn Punct Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Punct Spn Punct Spn Spn,,,,,
" Esa rabia que te tragabas por lo general "" only every so often letting just a flicker of it cloud your Robert Goulet "" Harry Belafonte "" Lucho Gatica surface "" ignite and explode "" en un perfectly timed and hurled sarcastic put down .", Spn Spn Spn Spn Spn Spn Spn Eng Punct Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng Eng NamedEnt NamedEnt Punct NamedEnt NamedEnt Punct NamedEnt NamedEnt Eng Punct Eng Eng Spn Punct Spn Spn Eng Eng Eng Spn Eng Eng Eng,,,,,
 To mami ., Eng Spn,,,,,
 And to us ?, Eng Eng Eng,,,,,
 Así dicen ., Spn Spn,,,,,
 Even to me ?, Eng Eng Spn,,,,,
 Yote recuerdo como un expansive huraño ., NamedEnt Spn Spn Spn Eng Spn,,,,,
" Ya sé "" Daddy .", Spn Spn Punct Eng,,,,,
 That’s an oxymoron ., Eng Eng Spn,,,,,
 And so you were ., Eng Eng Eng Eng,,,,,
 Un cool-warm Libra ., Spn Eng NamedEnt,,,,,
" Un dulce melancólico en tu study en casa "" shaking your head back and forth en ese gesto milenario "" casi rabínico "" about some historical injustice "" alguna tragedia you felt as keenly on your own skin cual si te la hubieran perpetrado—tatuado—a ti .", Spn Spn Spn Spn Spn Eng Spn Spn Punct Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Punct Spn Spn Punct Eng Eng Eng Spn Punct Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn,,,,,
" Daddy "" te reconozco en los versos de “ Notes Toward a Supreme Fiction "" ” de Wallace Stevens "" que recité full- and lowvoiced "" dry-eyed "" en tu yahrzeit .", Eng Punct Spn Spn Spn Spn Spn Spn Punct Eng Eng Spn Spn NamedEnt Punct Punct Spn NamedEnt NamedEnt Punct Spn Spn Eng Eng Eng Punct Eng Punct Spn Spn Spn,,,,,
 Just days after my birthday ., Eng Eng Eng Eng Eng,,,,,
" El 25 de marzo "" 1990 fue .", Spn Spn Spn Spn Punct Spn Spn,,,,,
" One year and two days after.MEMORY/ He had to choose.But it was not a choice Between excluding things.It was not a choice ""Between of.He chose to include the things That in each other are ""included whole "" The ""complicate amassing harmony .", Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng Eng Eng Spn Eng Eng Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Spn,,,,,
" Ese día te sentí—I conjured you—en esos reconfortantes "" sencillos "" casi parcos versos .", Spn Spn Spn Spn Eng Spn Spn Spn Punct Spn Punct Spn Spn Spn,,,,,
" Y dije "" entonces "" “ Thus "" my father was able to be "" harmoniously "" a boy from the Bronx and a renowned Golden Age scholar "" someone impassioned by Sephardic ballads "" Cervantes and Lope de Vega "" but also by Peter Sellars or The Beatles .", Spn Spn Punct Spn Punct Punct NamedEnt Punct Eng Eng Eng Eng Eng Eng Punct Eng Punct Spn Eng Eng Eng NamedEnt Eng Spn Eng NamedEnt Eng Eng Punct Eng Eng Eng NamedEnt Eng Punct NamedEnt Eng NamedEnt Spn NamedEnt Punct Eng Eng Eng NamedEnt NamedEnt Eng Eng Eng,,,,,
 ” Concluí citando—y diciendo querer emular—otra de tus frases favoritas : “ [ La vida ] es el arte de no renunciar a nada ., Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Punct Punct Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
 ” Don’t remember now who said that ., Punct Spn Eng Eng Eng Eng Eng,,,,,
 Lope ?, NamedEnt,,,,,
 Cervantes ?, NamedEnt,,,,,
 Think so ., Eng Eng,,,,,
 Pero part of me never wanted to sip from the same cup que te nutrió a ti ., Spn Eng Eng Spn Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Eng Spn Spn,,,,,
 I didn’t want—yet I was fatally drawn to — los clásicos ., Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn,,,,,
" Hell "" si no hubiera sido por Pizarnik "" habría hecho "" casi seguro "" una tesis sobre Cortázar .", Eng Punct Spn Spn Spn Spn Spn NamedEnt Punct Spn Spn Punct Spn Spn Punct Spn Spn Spn NamedEnt,,,,,
 O Quevedito ., Spn Spn,,,,,
" Remember "" Daddy ?", Eng Punct Eng,,,,,
" I remember "" now "" clearly "" you and I "" escribiendo late late into the night "" juntos "" en tu casa en Santa Cruz "" inspirados encendidos "" hours and hours thinking about that one line : “ polvo será "" mas polvo enamorado .", Eng Eng Punct Eng Punct Eng Punct Eng Eng Eng Punct Spn Eng Eng Eng Eng Eng Punct Spn Punct Spn Spn Spn Spn NamedEnt NamedEnt Punct Spn Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng Punct Punct Spn Spn Punct Spn Spn Spn,,,,,
" ” What bullshit "" Dad .", Punct Eng Eng Punct NamedEnt,,,,,
" How could I have written "" how could I have said that day "" tan smugly "" tan literarily "" que you were able to be both—all—harmoniously ?", Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Punct Spn Eng Punct Spn Eng Punct Spn Eng Eng Eng Eng Eng Eng,,,,,
" Cuando OB-vio ( pronunciación porteñísima ) the trying "" los choices gnawed at your insides all along ?", Spn Spn Punct Spn Spn Punct Eng Eng Punct Spn Eng Eng Eng Eng Eng Eng Eng,,,,,
" Desde tus 26 años "" desde la úlcera que te pegaste cuando42 tu mamá "" La Monte ( aka Grandma Edna Maslow ) quiso prevenir que te casaras con mami y te mudaras a Califas from New York and some doctor or shrink "" qué sé sho "" te aconsejó "" well sonny boy "" it’s your mother or your wife : you pick .", Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn NamedEnt Punct Spn NamedEnt NamedEnt NamedEnt Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Spn Eng Eng Punct Spn Spn Eng Punct Spn Spn Punct Eng Spn Eng Punct Eng Eng Eng Eng Eng Eng Punct Eng Eng,,,,,
" And you did "" you did .", Eng Eng Eng Punct Eng Eng,,,,,
 But at what price ?, Eng Eng Eng Eng,,,,,
 Daddy ., Eng,,,,,
" Just like el Caballero de la Triste Figura "" the study of whom made you famous "" eras solitario even en toda tu solidaridad humana .", Eng Eng Spn NamedEnt Spn Spn Spn NamedEnt Punct Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Eng Spn Spn Spn Spn NamedEnt,,,,,
" En realidad "" un fantasioso .", Spn Spn Punct Spn Spn,,,,,
 Incluso algo mesiánico ., Spn Spn Spn,,,,,
" Try as I might "" no puedo recordarte mean .", Eng Eng Eng Eng Punct Spn Spn Spn Eng,,,,,
" I try to conjure you stern "" and instead I hear you snort with laughter sobre los ridículos "" amateurish “ professional ” musicians—esos Musicians of Brementown : todos off-key "" mal vestidos y hasta inhabiting an ill-concealed "" unsavory bordering-on-incestuous relationship "" la madre-hijo team on the piano "" te acuerdas ?", Eng Eng Eng Spn Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Punct Eng Punct Eng Punct Eng Eng Eng NamedEnt Punct Spn Eng Punct Spn Spn Spn Spn Eng Eng Eng Punct Eng Eng Eng Punct Spn Spn Eng Eng Eng Spn Punct Spn Spn,,,,,
" — en ese unforgettable Sofía Noel concert en Madrid en 1979 Yeah "" fuimos con Selma .", Punct Spn Spn Eng NamedEnt NamedEnt Eng Spn NamedEnt Spn Spn NamedEnt Punct Spn Spn NamedEnt,,,,,
" En el Centro Cultural de la Villa "" en Colón .", Spn Spn Spn Eng Spn Spn NamedEnt Punct Spn NamedEnt,,,,,
" O te veo casi llorando "" crooning along with James Taylor’s first album : “ Suzanne "" the plans you made "" put an end to you .", Spn Spn Spn Spn Spn Punct Eng Eng Eng NamedEnt NamedEnt Eng Eng Punct Punct NamedEnt Punct Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng,,,,,
 .,,,,,,
 .,,,,,,
 .,,,,,,
" ” Intento recordar tu legendario temper "" and instead te veo sneaking me "" at age 12 "" into the drive-in para ver “ Midnight Cowboy ” on a re-run .", Punct Spn Spn Spn Spn Eng Punct Eng Eng Spn Spn Eng Spn Punct Eng Eng Spn Punct Eng Eng Eng Spn Spn Punct Eng Eng Punct Eng Spn Spn,,,,,
 What is it about memory ?, Eng Eng Eng Eng Eng,,,,,
" ¿Qué es lo que hace que Laura te recuerde tan ( auto ) exigente "" tan distante ?", Spn Spn Spn Spn Spn Spn NamedEnt Spn Spn Spn Punct Spn Punct Spn Punct Spn Spn,,,,,
" Y que yo "" en cambio "" vea una jumble de imágenes solapadas en el tiempo y el espacio "" pero en casi todas—even when that little muscle at the side of your jaw is twitching—casi siempre you end up collapsing into a snort of laughter ?", Spn Spn Spn Punct Spn Spn Punct Spn Spn Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Spn Eng Eng Eng Eng Eng Spn Eng Eng Eng,,,,,
 Qué es lo que me permite ( me obliga ) creer fervientemente que esa crueldad tuya was a self-defense mechanism ?, Spn Spn Spn Spn Spn Spn Punct Spn Spn Punct Spn Spn Spn Spn Spn Spn Eng Spn Eng Eng,,,,,
" El modo de resguardarse "" de escudarse de un hombre "" de un working-class "" Bronx Jew-boy who grew up to be famous and handsome and suave and world-traveled and elegant ( and who even taught me to waltz ) pero who never outgrew laMEMORY/ inseguridad de haber sido short "" miope "" poor "" hijo de una inmigrante rusa judía y de un inmigrante rumano judío under(and later directamente ) unemployed "" y encima divorciados .", Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Punct Spn Spn Eng Punct NamedEnt Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng Spn Punct Eng Eng Eng Eng Spn Eng Eng Punct Spn Eng Eng Eng Spn Spn Spn Spn Spn Eng Punct Spn Punct Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Spn Punct Eng Punct Spn Spn Spn,,,,,
" Ese Yossie "" the smallest boy en la Bronx ganga "" the one they used as mensajero because he was the littlest "" el que corría más rápido cuz he was the scaredest .", Spn NamedEnt Punct Eng Eng Eng Spn Spn NamedEnt NamedEnt Punct Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng,,,,,
" Ese boy was always inside you "" Dad .", Spn Eng Eng Eng Eng Eng Punct NamedEnt,,,,,
 Yossie ., NamedEnt,,,,,
 You never outgrew him ., Eng Eng Eng Eng,,,,,
 You never outran him del todo ., Eng Eng Eng Eng Spn Spn,,,,,
" El hizo que practically on your deathbed me insistieras "" me recordaras "" “ Sukie "" you know "" remember : tengo over 300 items on my C.V. ” I know you did "" Daddy .", Spn Spn Spn Eng Eng Eng Eng Spn Spn Punct Spn Spn Punct Punct NamedEnt Punct Eng Eng Punct Eng Punct Spn Eng Spn Eng Eng Eng NamedEnt Punct Eng Eng Eng Eng Punct Eng,,,,,
" Y ese knowledge pierced me "" wounded me "" fucked me up for years "" even warpedme "" diría .", Spn Spn Eng Eng Spn Punct Eng Spn Punct Eng Spn Eng Eng Eng Punct Eng Eng Punct Spn,,,,,
 Cursed me con la misma jodida inseguridad and need for approval from others you took with you to your grave ., Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn,,,,,
" Yo he aprendido a echarle la culpa al Saturn in the twelfth House "" Sun in Aries "" en la cuarta .", Spn Eng Spn Spn Spn Spn Spn Spn NamedEnt Eng Eng Eng NamedEnt Punct Eng Eng Eng Punct Spn Spn Spn,,,,,
" Pero it’s you "" Daddy .", Spn Eng Eng Punct Eng,,,,,
 I’m always looking over my shoulder pa ’ ver dónde estás ., Spn Eng Eng Eng Eng Eng Spn Punct Spn Spn Spn,,,,,
 Are you watching me ?, Eng Eng Eng Spn,,,,,
 Do you like what you see ?, Eng Eng Eng Eng Eng Eng,,,,,
 Do you ?, Eng Eng,,,,,
" Ah "" why did I ever have to become a writer ?", Spn Punct Eng Eng Eng Eng Eng Eng Eng Spn Eng,,,,,
" Pero so much of you in me "" qué más podría haber hecho ?", Spn Eng Eng Eng Eng Eng Spn Punct Spn Spn Spn Spn Spn,,,,,
 What else could I ever do ?, Eng Eng Eng Eng Eng Eng,,,,,
" Is it a Jewish thing "" esta never-satisfaction ?", Eng Eng Spn NamedEnt Eng Punct Spn Eng,,,,,
 An oldest child thing ?, Eng Eng Eng Eng,,,,,
" ¿Sólo un modo de ser melancólico "" compartido entrañablemente ?", Spn Spn Spn Spn Spn Spn Punct Spn Spn,,,,,
" Nunca sabré "" and I can’t ask you .", Spn Spn Punct Eng Eng Spn Eng Eng,,,,,
" Pero I do ask you "" almost every day .", Spn Eng Eng Eng Eng Punct Eng Eng Eng,,,,,
" Ay Daddy "" por qué esta mi urgencia de ti ?", Spn Eng Punct Spn Spn Spn Spn Spn Spn Spn,,,,,
" Quién me definiría como sick "" a veces ( me ) pregunto "" por hablarte "" buscarte todos los días without fail ?", Spn Spn Spn Spn Eng Punct Spn Spn Punct Spn Punct Spn Punct Spn Spn Punct Spn Spn Spn Spn Eng Eng,,,,,
 When will you leave me alone ?, Eng Eng Eng Eng Spn Eng,,,,,
 ¿Por qué me dejaste ?, Spn Spn Spn Spn,,,,,
" VII Tecolote Crónica 14 agosto 2003 Oaxaca "" México Para June A. Chávez Silverman "" in memoriam Mom "" el día que descansaste it rained here en México .", Spn NamedEnt Spn Spn Spn Spn NamedEnt Punct Spn NamedEnt NamedEnt Spn NamedEnt NamedEnt Punct Eng Eng Eng Punct Spn Spn Spn Spn Eng Eng Eng Spn Spn,,,,,
" En Oaxaca "" to be precise .", Spn NamedEnt Punct Eng Eng Eng,,,,,
 No precisamente el México that you knew—creo que nunca estuviste this far south—pero it may as well have been ., Spn Spn Spn Spn Eng Eng Eng Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
" Because "" la última vez que volví a Guadalajara "" in 1997 "" para celebrar mi ternura "" as I call it ( such a more gorgeous word for the thing than the real word for “ tenure "" ” la permanencia .", Eng Punct Spn Spn Spn Spn Spn Spn NamedEnt Punct Eng Spn Punct Spn Spn Spn Spn Punct Eng Eng Eng Eng Punct Eng Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Punct Punct Spn Spn,,,,,
" No "" I refuse the “ real ” translation .", Spn Punct Eng Eng Eng Punct Eng Punct Eng,,,,,
 I prefer la ternura ., Eng Eng Spn Spn,,,,,
" Tenderness).—I know "" ya sé "" mamá .", NamedEnt Eng Punct Spn Spn Punct Spn,,,,,
 It’s not the real word for it and I should speak right ., Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
 La gente va a creer que I don’t know right from wrong ., Spn Spn Spn Spn Spn Spn Eng Spn Eng Eng Eng Eng,,,,,
" Pero tú ya no estás para retarme "" and I’ve always done my own thing anyway "" que no ?", Spn Spn Spn Spn Spn Spn Spn Punct Eng Spn Eng Eng Eng Eng Eng Eng Punct Spn Spn,,,,,
" Pero anygüey "" as I was saying "" the last time I was in Guadalajara "" for that LASA conference en el ‘ 97 "" everything had changed .", Spn Spn Punct Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng NamedEnt Punct Eng Eng NamedEnt Eng Spn Spn Punct Spn Punct Eng Eng Eng,,,,,
 Pero everything ., Spn Eng,,,,,
" Of course "" uno diría .", Eng Eng Punct Spn Spn,,,,,
" Que twenty years son veinte años "" y toda la cosa .", Spn Eng Eng Spn Spn Spn Punct Spn Spn Spn Spn,,,,,
" Even so "" yo buscaba en46 Guadalajara el México que tú y daddy me habían dado .", Eng Eng Punct Spn Spn Spn NamedEnt Spn Spn Spn Spn Spn Eng Spn Spn Spn,,,,,
" The México with smashed guayabas releasing that rubber-sweet "" acrid scent into the pale ochre dirt .", Eng Spn Eng Eng Spn Eng Eng Eng Punct Eng Eng Eng Eng Spn Spn Eng,,,,,
" ( I always thought that dirt was so red "" hasta ver la tierra colorada de Misiones province "" in Argentina .", Punct Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn NamedEnt Spn Punct Eng NamedEnt,,,,,
" ) The México of dim "" indio-filled markets—like my favorite of all time "" el Libertad en downtown Guadalajara — sudor "" huarache-leather and wood-burning tool smells "" masa harina before "" during and after cooking "" chiles de todo tipo "" secos y frescos "" aguas de melón "" atole "" hanging animal guts everywhere "" and strange "" pale "" slimy "" hacked-open frutas we used to sneak huge "" liquid gulping bites of "" con mi hermana Sarita y un verano "" con mi primo Carlitos "" even though you expressly forbade us to .", Punct Eng Spn Eng Spn Punct Eng Eng Eng Eng Eng Eng Eng Punct Spn NamedEnt Spn Eng NamedEnt Punct Spn Punct Spn Eng Eng Eng Eng Punct Spn Spn Eng Punct Eng Eng Eng Eng Punct Spn Spn Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn Punct Spn Punct Eng Spn Eng Eng Punct Eng Eng Punct Spn Punct Eng Punct Eng Spn Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Punct Spn Spn Spn NamedEnt Spn Spn Spn Punct Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Eng Eng,,,,,
" You forbid us from eating anything from street vendors and no way del Mercado—salty "" perfumed pepino y mango enchilado al limón on a stick "" steamed elotes floating in admittedly dicey-looking water in rusty vats—nothing en la calle .", Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Spn Eng Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Eng Spn Eng Punct Eng Spn Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn,,,,,
" Bueno "" that México .", Spn Punct Eng Spn,,,,,
" El de los shiny "" giant metallic-green mayates we used to tie strings to and they’d buzz in enraged circles over our heads .", Spn Spn Spn Eng Punct Eng Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng Eng Eng,,,,,
 El de los roadside fields and empty lots and everywhere you looked que no estuviera edificado you could see esas florcitas pink ., Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng Eng Spn Spn Eng,,,,,
" Those caterpillar-fuzzy "" candycolored plumes we used to slip out of their stiff outer stalk and take home to you "" al atardecer "" después de todo el día estar afuera "" montados en las vacas de los Gallegos "" teasing Nacho — el weirdo teen neighbor we used to think was like un Boo Radley tapatío—about the eternal ringworm on his cheek "" or catching salamanders con los rich López Moreno neighbor boys .", Eng Eng Punct Eng Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn NamedEnt Punct Eng NamedEnt Punct Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn NamedEnt NamedEnt Eng Eng Spn Spn Eng Eng Eng Punct Eng Eng Eng Spn Spn Eng NamedEnt NamedEnt Eng Eng,,,,,
" Miguel "" el impossibly old 12 year old y mi novio Alejandro "" who at age 9 solemnly asked me to hold his watch for him mientras jugaba al fútbol or when he went to hacer pis behind a tree .", NamedEnt Punct Spn Eng Eng Spn Eng Eng Spn Spn Spn NamedEnt Punct Eng Eng Eng Punct Spn Eng Spn Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng Eng Eng Eng Spn Spn Eng Spn Eng,,,,,
" Mami "" te llevábamos muchas tardes a sweat-smashed child’s bouquet de esas pinks : — son malas hierbas "" nos decías .", Spn Punct Spn Spn Spn Spn Spn Eng Eng Eng Spn Spn Eng Punct Punct Spn Spn Spn Punct Spn Spn,,,,,
" They’re just weeds "" girls !", Eng Eng Eng Punct Eng,,,,,
 Pues ese México ya no existe en mi Zapopan de antaño ., Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Spn Eng,,,,,
" I always thought we lived way out in the country all that time "" growing up .", Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng,,,,,
" Pero cuando volví en el ‘ 97 "" it had stretched and morphed into just another Guadalajara suburb "" con su Blockbuster y todo .", Spn Spn Spn Spn Spn Punct Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng NamedEnt Eng Punct Spn Spn NamedEnt Spn Spn,,,,,
" Pero ni modo "" Mom .", Spn Spn Spn Punct Eng,,,,,
 Porque tu México sí lo encontré : en Oaxaca ., Spn Spn Spn Spn Spn Spn Punct Spn NamedEnt,,,,,
" Hot "" chapopote-scented roads as you ride into the city center del tiny aeropuerto .", Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Spn,,,,,
 Burros ambulantes y green mayates galore ., Spn Spn Spn Eng Spn Eng,,,,,
" Those enormous "" dizzying "" masa- "" rope- "" chile- and entraña-smelling mercados you only used to let us go to once in a blue moon "" donde nos llevaba Juana Delgado a veces .", Eng Eng Punct Spn Punct Spn Punct Spn Punct NamedEnt Eng Eng Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Punct Spn Spn Spn NamedEnt NamedEnt Spn Spn,,,,,
" Y nos traía greasy churros she bought there "" en el Libertad "" once a week : hot "" sugared "" fat .", Spn Spn Spn Eng Spn Eng Eng Eng Punct Spn Spn NamedEnt Punct Eng Spn Eng Punct Eng Punct Eng Punct Eng,,,,,
 No como los skinny cold ones que venden en el San Diego Zoo or on Olvera Street y les dicen “ churros ., Spn Spn Spn Eng Eng Eng Spn Spn Spn Spn NamedEnt NamedEnt Spn Eng Eng NamedEnt Eng Spn Spn Spn Punct Spn,,,,,
" ” Oaxaca is yourMéxico "" Mom "" aunque nunca fuiste .", Punct NamedEnt Eng Spn Punct Eng Punct Spn Spn Spn,,,,,
 Even down to the rain ., Eng Eng Eng Eng Eng,,,,,
" A sudden hush "" y a las 2:30 una llovizna como lace hairnet cae de un cielo repentinamente cerrado en nube .", Spn Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
" At noon "" precisamente ( las 10 "" Califas time ) "" en el Mercado Central de Abastos "" el olor a nardos me arrebató de mí misma .", Eng Eng Punct Spn Punct Spn Spn Punct Spn Eng Punct Punct Spn Spn Spn Eng Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
" I felt no center "" suddenly "" like on that Boardwalk ride cuando el centrifugal force smashes and holds you flat against the metal walls y de repente the floor falls out "" cual si flotara nomás among those dim market stalls "" aware only of the overpowering "" lyrical "" death-pronóstico scent : spikenard "" le dicen en la Biblia .", Eng Eng Spn Eng Punct Eng Punct Eng Eng Eng NamedEnt Eng Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Eng Eng Eng Eng Punct Spn Spn Spn Spn Eng Eng Spn Eng Eng Punct Eng Eng Eng Eng Eng Punct Eng Punct Spn Eng Punct Eng Punct Spn Spn Spn Spn NamedEnt,,,,,
 It’s tuberose ., Eng Eng,,,,,
 Mi perfume predilecto ., Spn Spn Spn,,,,,
" One of my students looked it up for me en el Internido "" cuando apareció la referencia a nardos in that Lorca poem "" “ La aurora .", Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Eng Eng NamedEnt Spn Punct Punct Spn NamedEnt,,,,,
" ” La Magdalena anointed Christ’s feet with it "" fíjate .", Punct Spn NamedEnt Eng NamedEnt Eng Eng Eng Punct Spn,,,,,
" Suddenly "" todos los tecolotes me estaban mirando .", Eng Punct Spn Spn Spn Spn Spn Spn,,,,,
" Huge "" hammered tin "" mirror owls .", Eng Punct Eng Spn Punct Eng Eng,,,,,
